10,['C1'],0.8,3.0948164463043213
10,"['C1', 'C2', 'C3']",0.8,2.2930474281311035
11,['C1'],0.7272727272727273,1.9386560916900635
11,"['C1', 'C2', 'C3']",0.7272727272727273,4.174194097518921
12,['C1'],0.6666666666666666,2.139808416366577
12,"['C1', 'C2', 'C3']",0.6666666666666666,4.914993047714233
13,['C1'],0.6153846153846154,1.9962399005889893
13,"['C1', 'C2', 'C3']",0.6153846153846154,5.753667831420898
14,['C1'],0.5714285714285714,3.157963275909424
14,"['C1', 'C2', 'C3']",0.5714285714285714,4.771621227264404
15,['C1'],0.5333333333333333,3.9112138748168945
15,"['C1', 'C2', 'C3']",0.5333333333333333,3.7237870693206787
16,['C1'],0.5,4.0485920906066895
16,"['C1', 'C2', 'C3']",0.5,4.2438671588897705
17,['C1'],0.47058823529411764,3.918449640274048
17,"['C1', 'C2', 'C3']",0.47058823529411764,6.63632345199585
18,['C1'],0.4444444444444444,39.59206533432007
18,"['C1', 'C2', 'C3']",0.4444444444444444,3.617889881134033
19,['C1'],0.42105263157894735,18.496025562286377
19,"['C1', 'C2', 'C3']",0.42105263157894735,5.2126641273498535
20,['C1'],0.4,13.159855127334595
20,"['C1', 'C2', 'C3']",0.4,6.149109601974487
